checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,spectral_radius,normalized_frobenius_norm,runtime_seconds
step58000,58000,0,0,21825, clones,2,0,20.411874771118164,17.28893127558394,0.4924192763864994
step58000,58000,0,1,23778, motive,8,2,20.362300872802734,19.242086367934693,0.5323985069990158
step58000,58000,0,2,19211, cabinet,33,5,20.376670837402344,17.68882866645022,0.5194872729480267
step58000,58000,0,3,6574, miles,404,7,24.105632781982422,23.12429664748288,0.47075939550995827
step58000,58000,64,0,21825, clones,2,0,0.9601240754127502,0.6244811299882751,0.6870801746845245
step58000,58000,64,1,23778, motive,8,2,0.9629880785942078,0.6248253433000636,0.547633696347475
step58000,58000,64,2,19211, cabinet,33,5,0.9620378017425537,0.6248534973948688,0.5126557312905788
step58000,58000,64,3,6574, miles,404,7,0.9617535471916199,0.6247423561553456,0.5482932887971401
step58000,58000,128,0,21825, clones,2,0,0.9628246426582336,0.6242787829685743,0.5516154542565346
step58000,58000,128,1,23778, motive,8,2,0.9630706310272217,0.6243371142069134,0.5327701345086098
step58000,58000,128,2,19211, cabinet,33,5,0.9629786014556885,0.6243167151322341,0.5495969876646996
step58000,58000,128,3,6574, miles,404,7,0.9630044102668762,0.6243245965929056,0.5131725370883942
step58000,58000,192,0,21825, clones,2,0,0.9630877375602722,0.624330244270606,0.5625779964029789
step58000,58000,192,1,23778, motive,8,2,0.9631022810935974,0.6243333631373958,0.5311353951692581
step58000,58000,192,2,19211, cabinet,33,5,0.963092029094696,0.6243322251724861,0.5764058530330658
step58000,58000,192,3,6574, miles,404,7,0.9630934000015259,0.6243325623472742,0.5537793599069118
step58000,58000,256,0,21825, clones,2,0,0.9631051421165466,0.6243345853960027,0.5643952786922455
step58000,58000,256,1,23778, motive,8,2,0.9631034731864929,0.6243348804239423,0.5062513463199139
step58000,58000,256,2,19211, cabinet,33,5,0.9631048440933228,0.6243347961302452,0.5678075589239597
step58000,58000,256,3,6574, miles,404,7,0.9631064534187317,0.6243347539833968,0.5685470663011074
step58000,58000,320,0,21825, clones,2,0,0.963107705116272,0.6243348804239423,0.5629579573869705
step58000,58000,320,1,23778, motive,8,2,0.9631112217903137,0.6243348804239423,0.5359269306063652
