checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4,checkpoint_loss,lyapunov_exponent_window,spectral_radius,spectral_radius_eigenvalue_real,spectral_radius_eigenvalue_imag,spectral_abscissa,max_real_eigenvalue_imag,max_real_eigenvalue_abs,operator_norm_2,operator_norm_sigma2,jacobian_frobenius_norm,operator_norm_over_spectral_radius,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,runtime_seconds
step0,0,256,256,0,21825, clones,2,0,0.1428334268428978,-1.5384297913495797,0.9194061191095149,0.9033325619938294,11.097257944897079,0.033265989273786545,1.021628499031067,1.0167951583862305,0.0992593765258789,1.0167951583862305,0.0992593765258789,1.021628499031067,1.3547420501708984,1.332153081893921,15.605077743530273,1.3260613679885864,22.62738037109375,35487,\]\].,0,0.18251198530197144,0.8174880146980286,0.006640031933784485,"[{""token_id"": 35487, ""token"": ""\\]\\]."", ""value"": 0.18251198530197144}, {""token_id"": 8473, ""token"": "" embed"", ""value"": 0.17587195336818695}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 0.173722043633461}, {""token_id"": 23135, ""token"": ""Accordingly"", ""value"": 0.1662604659795761}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 0.16617530584335327}]",35487,\]\].,0,22.522489547729492,0.001434326171875,6.368417527002895e-05,"[{""token_id"": 35487, ""token"": ""\\]\\]."", ""value"": 22.522489547729492}, {""token_id"": 8473, ""token"": "" embed"", ""value"": 22.523923873901367}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 22.527761459350586}, {""token_id"": 46833, ""token"": "" VER"", ""value"": 22.52815055847168}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 22.531469345092773}]",2956, Par,345,0.00021238377667032182,2.271692210342735e-05,0.11312580108642578,0.9815840721130371,"[{""token_id"": 2956, ""token"": "" Par"", ""value"": 0.00021238377667032182}, {""token_id"": 14297, ""token"": "" Agreement"", ""value"": 0.00018966685456689447}, {""token_id"": 12529, ""token"": "" Lind"", ""value"": 0.00018899445421993732}, {""token_id"": 14911, ""token"": "" breat"", ""value"": 0.00018627208191901445}, {""token_id"": 24837, ""token"": "" Publishing"", ""value"": 0.00018295548215974122}]",True,False,False,0.8433691523969173
step0,0,256,256,1,23778, motive,8,2,1.3558783494044144,-0.442461048710759,-0.02551951434863947,0.08703628005116021,11.097257944897079,0.028350980952382088,0.9840095043182373,0.9840095043182373,0.0,0.9840095043182373,0.0,0.9840095043182373,1.2812188863754272,1.2731413841247559,14.916282653808594,1.3020391464233398,22.627382278442383,25246,)!,0,0.18539583683013916,0.8146041631698608,0.013506785035133362,"[{""token_id"": 25246, ""token"": "")!"", ""value"": 0.18539583683013916}, {""token_id"": 34663, ""token"": "" chemically"", ""value"": 0.1718890517950058}, {""token_id"": 1828, ""token"": ""ccess"", ""value"": 0.16875973343849182}, {""token_id"": 10532, ""token"": "" revolution"", ""value"": 0.16487951576709747}, {""token_id"": 18543, ""token"": "" calibration"", ""value"": 0.15925689041614532}]",25246,)!,0,22.516916275024414,0.006374359130859375,0.00028309201193459,"[{""token_id"": 25246, ""token"": "")!"", ""value"": 22.516916275024414}, {""token_id"": 34663, ""token"": "" chemically"", ""value"": 22.523290634155273}, {""token_id"": 1828, ""token"": ""ccess"", ""value"": 22.528289794921875}, {""token_id"": 10532, ""token"": "" revolution"", ""value"": 22.5301456451416}, {""token_id"": 18543, ""token"": "" calibration"", ""value"": 22.531951904296875}]",24638,^*\,0,0.00027940375730395317,5.95401506870985e-05,0.23965048789978027,0.9815911054611206,"[{""token_id"": 24638, ""token"": ""^*\\"", ""value"": 0.00027940375730395317}, {""token_id"": 19184, ""token"": ""boards"", ""value"": 0.00021986360661685467}, {""token_id"": 43910, ""token"": ""versed"", ""value"": 0.00019596697529777884}, {""token_id"": 24483, ""token"": ""usage"", ""value"": 0.00017322048370260745}, {""token_id"": 47847, ""token"": "" nesting"", ""value"": 0.00016997744387481362}]",True,False,False,0.6201510243117809
step0,0,256,256,2,19211, cabinet,33,5,0.7903002579709588,-0.9510502943484366,-0.22077425431400363,-0.10341920457597911,11.097257944897079,0.01874244026839733,1.003301978111267,1.0015575885772705,0.05913763865828514,1.0015575885772705,0.05913763865828514,1.003301978111267,1.316784143447876,1.3020888566970825,15.265928268432617,1.3124504089355469,22.627382278442383,39509, Abdul,6,0.18226787447929382,0.8177321255207062,0.00022581219673156738,"[{""token_id"": 39509, ""token"": "" Abdul"", ""value"": 0.18226787447929382}, {""token_id"": 43369, ""token"": "" verbs"", ""value"": 0.18204206228256226}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 0.17956487834453583}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 0.17900815606117249}, {""token_id"": 31238, ""token"": "" specifying"", ""value"": 0.16818852722644806}]",43369, verbs,2,22.515714645385742,0.0050296783447265625,0.00022338524110569679,"[{""token_id"": 43369, ""token"": "" verbs"", ""value"": 22.515714645385742}, {""token_id"": 39509, ""token"": "" Abdul"", ""value"": 22.52074432373047}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 22.52337074279785}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 22.524118423461914}, {""token_id"": 31238, ""token"": "" specifying"", ""value"": 22.53053092956543}]",16144, syntax,1,0.0002817323838826269,5.230343958828598e-05,0.20536422729492188,0.9815673232078552,"[{""token_id"": 16144, ""token"": "" syntax"", ""value"": 0.0002817323838826269}, {""token_id"": 24638, ""token"": ""^*\\"", ""value"": 0.0002294289442943409}, {""token_id"": 36512, ""token"": ""(?:"", ""value"": 0.00018874701345339417}, {""token_id"": 5911, ""token"": ""elled"", ""value"": 0.0001802733022486791}, {""token_id"": 38530, ""token"": "" compose"", ""value"": 0.0001691540819592774}]",False,False,False,0.602937214076519
step0,0,256,256,3,6574, miles,404,7,-0.12839452331343748,-2.0759990277870672,-0.0685586119092815,0.5205330126553493,11.097257944897079,0.030071930959820747,1.0038470029830933,1.0034055709838867,0.02976910211145878,1.0034055709838867,0.02976910211145878,1.0038470029830933,1.3288869857788086,1.3257250785827637,15.394627571105957,1.3237943649291992,22.627382278442383,35111,SUM,0,0.1683223694562912,0.8316776305437088,0.0020755380392074585,"[{""token_id"": 35111, ""token"": ""SUM"", ""value"": 0.1683223694562912}, {""token_id"": 47419, ""token"": "" Damascus"", ""value"": 0.16624683141708374}, {""token_id"": 1751, ""token"": ""ene"", ""value"": 0.1626184582710266}, {""token_id"": 49795, ""token"": "" unconditional"", ""value"": 0.1613202542066574}, {""token_id"": 24769, ""token"": ""407"", ""value"": 0.15751880407333374}]",47419, Damascus,4,22.52977752685547,0.0005893707275390625,2.6159633704173654e-05,"[{""token_id"": 47419, ""token"": "" Damascus"", ""value"": 22.52977752685547}, {""token_id"": 35111, ""token"": ""SUM"", ""value"": 22.530366897583008}, {""token_id"": 24769, ""token"": ""407"", ""value"": 22.53236961364746}, {""token_id"": 49795, ""token"": "" unconditional"", ""value"": 22.534534454345703}, {""token_id"": 34760, ""token"": ""orf"", ""value"": 22.536069869995117}]",17031,Mask,0,0.00024281733203679323,4.2742336518131196e-05,0.1936171054840088,0.9814998507499695,"[{""token_id"": 17031, ""token"": ""Mask"", ""value"": 0.00024281733203679323}, {""token_id"": 13934, ""token"": ""pair"", ""value"": 0.00020007499551866204}, {""token_id"": 25846, ""token"": "" curt"", ""value"": 0.0001723988971207291}, {""token_id"": 4164, ""token"": "" il"", ""value"": 0.00016129617870319635}, {""token_id"": 9957, ""token"": "" advent"", ""value"": 0.00016097715706564486}]",False,False,False,0.5318378321826458
step0,256,512,512,0,21825, clones,2,0,0.11832083218865246,-1.6160033257890443,1.037675679240017,0.8952514622698458,11.097257944897079,0.009165552444756031,1.0334059000015259,1.0298064947128296,0.08617589622735977,1.0298064947128296,0.08617589622735977,1.0334059000015259,1.3646535873413086,1.344110131263733,15.736574172973633,1.3205397129058838,22.627378463745117,8473, embed,1,0.18140211701393127,0.8185978829860687,0.008083045482635498,"[{""token_id"": 8473, ""token"": "" embed"", ""value"": 0.18140211701393127}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 0.17331907153129578}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 0.17226216197013855}, {""token_id"": 22716, ""token"": "" 1956"", ""value"": 0.16662359237670898}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 0.16139061748981476}]",8473, embed,1,22.5203800201416,0.0054473876953125,0.0002418870236843476,"[{""token_id"": 8473, ""token"": "" embed"", ""value"": 22.5203800201416}, {""token_id"": 22716, ""token"": "" 1956"", ""value"": 22.525827407836914}, {""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 22.527626037597656}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 22.528013229370117}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 22.532028198242188}]",14911, breat,5,0.0002218988083768636,2.3190295905806124e-05,0.1103825569152832,0.9816828370094299,"[{""token_id"": 14911, ""token"": "" breat"", ""value"": 0.0002218988083768636}, {""token_id"": 24837, ""token"": "" Publishing"", ""value"": 0.00019870851247105747}, {""token_id"": 12744, ""token"": "" unclear"", ""value"": 0.0001760244049364701}, {""token_id"": 27394, ""token"": "" veins"", ""value"": 0.00016970753495115787}, {""token_id"": 12338, ""token"": "" violent"", ""value"": 0.0001666430471232161}]",True,False,False,0.628288459032774
step0,256,512,512,1,23778, motive,8,2,-0.34347352899733363,-1.0432144509403052,0.408783558897284,-0.2458409496360644,11.097257944897079,0.013043539598584175,1.0587421655654907,1.0587421655654907,0.0,1.0587421655654907,0.0,1.0587421655654907,1.382559895515442,1.3583368062973022,15.69416332244873,1.3058513402938843,22.62738037109375,38683, engra,21,0.16820059716701508,0.8317994028329849,0.0018954873085021973,"[{""token_id"": 38683, ""token"": "" engra"", ""value"": 0.16820059716701508}, {""token_id"": 50100, ""token"": "" regenerative"", ""value"": 0.16630510985851288}, {""token_id"": 18249, ""token"": "" reluct"", ""value"": 0.16581742465496063}, {""token_id"": 24137, ""token"": ""380"", ""value"": 0.16481196880340576}, {""token_id"": 15112, ""token"": "" SF"", ""value"": 0.16430848836898804}]",38683, engra,21,22.52718162536621,0.00168609619140625,7.48471876973576e-05,"[{""token_id"": 38683, ""token"": "" engra"", ""value"": 22.52718162536621}, {""token_id"": 50100, ""token"": "" regenerative"", ""value"": 22.528867721557617}, {""token_id"": 18249, ""token"": "" reluct"", ""value"": 22.531251907348633}, {""token_id"": 15112, ""token"": "" SF"", ""value"": 22.531970977783203}, {""token_id"": 24137, ""token"": ""380"", ""value"": 22.53289222717285}]",46128, wellbeing,0,0.00031678591039963067,1.5673314919695258e-05,0.05074191093444824,0.9814152717590332,"[{""token_id"": 46128, ""token"": "" wellbeing"", ""value"": 0.00031678591039963067}, {""token_id"": 36502, ""token"": ""FACE"", ""value"": 0.0003011125954799354}, {""token_id"": 28048, ""token"": ""ustomed"", ""value"": 0.00023121503181755543}, {""token_id"": 891, ""token"": "" i"", ""value"": 0.00022031663684174418}, {""token_id"": 47322, ""token"": ""Bridge"", ""value"": 0.00021696813928429037}]",True,False,False,0.6009962633252144
step0,256,512,512,2,19211, cabinet,33,5,-0.269196478208814,-0.3732593830940212,-1.1193046106843054,0.178463937495148,11.097257944897079,0.017137546092271805,1.046477198600769,1.0447163581848145,0.0606815330684185,1.0447163581848145,0.0606815330684185,1.046477198600769,1.3628435134887695,1.3327431678771973,15.602405548095703,1.302315592765808,22.627378463745117,44115, Organisation,5,0.17280226945877075,0.8271977305412292,0.0026431381702423096,"[{""token_id"": 44115, ""token"": "" Organisation"", ""value"": 0.17280226945877075}, {""token_id"": 29659, ""token"": "" NOW"", ""value"": 0.17015913128852844}, {""token_id"": 10382, ""token"": "" serial"", ""value"": 0.16218358278274536}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 0.15898211300373077}, {""token_id"": 41228, ""token"": "" Quart"", ""value"": 0.1582682728767395}]",44115, Organisation,5,22.5249080657959,0.001003265380859375,4.4540265288932956e-05,"[{""token_id"": 44115, ""token"": "" Organisation"", ""value"": 22.5249080657959}, {""token_id"": 29659, ""token"": "" NOW"", ""value"": 22.525911331176758}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 22.533592224121094}, {""token_id"": 10382, ""token"": "" serial"", ""value"": 22.536907196044922}, {""token_id"": 48338, ""token"": ""rente"", ""value"": 22.537044525146484}]",2601, protein,145,0.0002644892083480954,6.896437844261527e-05,0.30211305618286133,0.9817632436752319,"[{""token_id"": 2601, ""token"": "" protein"", ""value"": 0.0002644892083480954}, {""token_id"": 17846, ""token"": "" tut"", ""value"": 0.00019552482990548015}, {""token_id"": 1213, ""token"": "" str"", ""value"": 0.00018863106379285455}, {""token_id"": 19435, ""token"": ""ateur"", ""value"": 0.00017531050252728164}, {""token_id"": 24551, ""token"": ""emn"", ""value"": 0.00017354649025946856}]",True,False,False,0.6015658751130104
step0,256,512,512,3,6574, miles,404,7,0.7712050349372775,-0.4808331024378554,-0.3900082855244635,0.004105672753824119,11.097257944897079,0.014940023422241211,1.001698613166809,1.0015316009521484,0.018294624984264374,1.0015316009521484,0.018294624984264374,1.001698613166809,1.355654001235962,1.324400782585144,15.532709121704102,1.3533551692962646,22.62738037109375,48595, Flowers,10,0.18587394058704376,0.8141260594129562,0.01802779734134674,"[{""token_id"": 48595, ""token"": "" Flowers"", ""value"": 0.18587394058704376}, {""token_id"": 11166, ""token"": "" edition"", ""value"": 0.16784614324569702}, {""token_id"": 18738, ""token"": "" accepting"", ""value"": 0.16597940027713776}, {""token_id"": 9329, ""token"": "" radical"", ""value"": 0.16287639737129211}, {""token_id"": 20851, ""token"": "" Config"", ""value"": 0.16279710829257965}]",48595, Flowers,10,22.51585578918457,0.011713027954101562,0.0005202124255800165,"[{""token_id"": 48595, ""token"": "" Flowers"", ""value"": 22.51585578918457}, {""token_id"": 11166, ""token"": "" edition"", ""value"": 22.527568817138672}, {""token_id"": 20851, ""token"": "" Config"", ""value"": 22.529285430908203}, {""token_id"": 18738, ""token"": "" accepting"", ""value"": 22.52949333190918}, {""token_id"": 44168, ""token"": ""TTPS"", ""value"": 22.532432556152344}]",41149,")',",0,0.00021197185560595244,2.5938221369870007e-05,0.13052606582641602,0.9814496636390686,"[{""token_id"": 41149, ""token"": "")',"", ""value"": 0.00021197185560595244}, {""token_id"": 47645, ""token"": "" aluminium"", ""value"": 0.00018603363423608243}, {""token_id"": 8619, ""token"": ""rif"", ""value"": 0.00016805215273052454}, {""token_id"": 16296, ""token"": ""\""?"", ""value"": 0.00016582979878876358}, {""token_id"": 24636, ""token"": "" Operation"", ""value"": 0.0001640470582060516}]",True,False,False,0.6139911524951458
step0,512,768,768,0,21825, clones,2,0,1.4336906774317615,-1.560108050473687,-1.1032252762660393,0.2524388408272543,11.097257944897079,0.013135557062923908,1.0729939937591553,1.0729939937591553,0.0,1.0729939937591553,0.0,1.0729939937591553,1.3706814050674438,1.3609024286270142,15.751260757446289,1.2774362564086914,22.62738037109375,22180,_{{{\,0,0.18763171136379242,0.8123682886362076,0.003833293914794922,"[{""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 0.18763171136379242}, {""token_id"": 39509, ""token"": "" Abdul"", ""value"": 0.1837984174489975}, {""token_id"": 21431, ""token"": "">;"", ""value"": 0.17028400301933289}, {""token_id"": 2307, ""token"": ""mod"", ""value"": 0.1601998209953308}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 0.16003069281578064}]",22180,_{{{\,0,22.51792335510254,0.0018463134765625,8.199306159127357e-05,"[{""token_id"": 22180, ""token"": ""_{{{\\"", ""value"": 22.51792335510254}, {""token_id"": 39509, ""token"": "" Abdul"", ""value"": 22.5197696685791}, {""token_id"": 21431, ""token"": "">;"", ""value"": 22.52853775024414}, {""token_id"": 26299, ""token"": "" afforded"", ""value"": 22.532913208007812}, {""token_id"": 45606, ""token"": ""Ring"", ""value"": 22.532915115356445}]",14383, Gil,39,0.00035057542845606804,0.00014869293954689056,0.5518901348114014,0.9817787408828735,"[{""token_id"": 14383, ""token"": "" Gil"", ""value"": 0.00035057542845606804}, {""token_id"": 16144, ""token"": "" syntax"", ""value"": 0.00020188248890917748}, {""token_id"": 36507, ""token"": "" goats"", ""value"": 0.00018740061204880476}, {""token_id"": 43910, ""token"": ""versed"", ""value"": 0.00017455805209465325}, {""token_id"": 18094, ""token"": ""CU"", ""value"": 0.0001670318451942876}]",True,False,False,0.5859938971698284
step0,512,768,768,1,23778, motive,8,2,0.35725708212515134,-0.7003133027264228,1.1394790126139172,0.5794177500595756,11.097257944897079,0.00872753281146288,1.0189603567123413,1.01797354221344,0.04483410716056824,1.01797354221344,0.04483410716056824,1.0189603567123413,1.356337547302246,1.3424042463302612,15.565089225769043,1.3310993909835815,22.62738037109375,36128, horizontally,6,0.17408856749534607,0.8259114325046539,0.001984134316444397,"[{""token_id"": 36128, ""token"": "" horizontally"", ""value"": 0.17408856749534607}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 0.17210443317890167}, {""token_id"": 7625, ""token"": "" populations"", ""value"": 0.16679947078227997}, {""token_id"": 11423, ""token"": ""annot"", ""value"": 0.16497965157032013}, {""token_id"": 2864, ""token"": "" decre"", ""value"": 0.16385388374328613}]",36128, horizontally,6,22.523454666137695,0.00531768798828125,0.00023609557535043637,"[{""token_id"": 36128, ""token"": "" horizontally"", ""value"": 22.523454666137695}, {""token_id"": 38902, ""token"": ""gid"", ""value"": 22.528772354125977}, {""token_id"": 2864, ""token"": "" decre"", ""value"": 22.530742645263672}, {""token_id"": 2149, ""token"": ""ored"", ""value"": 22.531936645507812}, {""token_id"": 30850, ""token"": ""oietic"", ""value"": 22.532976150512695}]",43910,versed,1,0.00021099777950439602,5.435082130134106e-06,0.026096582412719727,0.9814267754554749,"[{""token_id"": 43910, ""token"": ""versed"", ""value"": 0.00021099777950439602}, {""token_id"": 12338, ""token"": "" violent"", ""value"": 0.00020556269737426192}, {""token_id"": 2956, ""token"": "" Par"", ""value"": 0.00020170497009530663}, {""token_id"": 24837, ""token"": "" Publishing"", ""value"": 0.00019286976021248847}, {""token_id"": 6619, ""token"": "" relief"", ""value"": 0.00019017860176973045}]",True,False,False,0.5827482268214226
