checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,jacobian_lambda1_abs,jacobian_lambda1_real,jacobian_lambda1_imag,jacobian_lambda2_abs,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,jacobian_runtime_seconds
step5000,0,256,256,0,29104, repetitive,16,1.0056779384613037,1.0013175010681152,0.09354861080646515,1.0056779384613037,37.64751434326172,37906,GAA,0,0.20128688216209412,0.7987131178379059,0.01615859568119049,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.20128688216209412}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18512828648090363}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.182477205991745}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.1737556755542755}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.16859295964241028}]",37906,GAA,0,37.42438888549805,0.02051544189453125,0.000548183751438116,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.42438888549805}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.44490432739258}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.4476203918457}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.453975677490234}, {""token_id"": 39465, ""token"": ""它"", ""value"": 37.46553039550781}]",187,"
",1,0.08198726922273636,0.026879120618104935,0.3972663879394531,0.5875973105430603,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08198726922273636}, {""token_id"": 15, ""token"": ""."", ""value"": 0.055108148604631424}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.0487762950360775}, {""token_id"": 13, ""token"": "","", ""value"": 0.042200010269880295}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.031074639409780502}]",True,False,False,0.9465723149478436
step5000,0,256,256,1,10020, semi,112,0.9919649362564087,0.9902470111846924,0.05835510790348053,0.9919649362564087,37.82322311401367,11850, maintaining,42,0.1956872195005417,0.8043127804994583,0.011595338582992554,"[{""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.1956872195005417}, {""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.18409188091754913}, {""token_id"": 6478, ""token"": "" elev"", ""value"": 0.17828188836574554}, {""token_id"": 7092, ""token"": "" implementation"", ""value"": 0.1719457358121872}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.1693764328956604}]",11850, maintaining,42,37.60493087768555,0.015834808349609375,0.0004210832989193345,"[{""token_id"": 11850, ""token"": "" maintaining"", ""value"": 37.60493087768555}, {""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.620765686035156}, {""token_id"": 6478, ""token"": "" elev"", ""value"": 37.62174987792969}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.634986877441406}, {""token_id"": 27676, ""token"": ""encoding"", ""value"": 37.636104583740234}]",281, to,39263,0.05588218569755554,0.0028444677591323853,0.052242279052734375,0.6142894625663757,"[{""token_id"": 281, ""token"": "" to"", ""value"": 0.05588218569755554}, {""token_id"": 13, ""token"": "","", ""value"": 0.05303771793842316}, {""token_id"": 187, ""token"": ""\n"", ""value"": 0.041159071028232574}, {""token_id"": 15, ""token"": ""."", ""value"": 0.03691130876541138}, {""token_id"": 209, ""token"": "" "", ""value"": 0.02401391603052616}]",True,False,False,0.6735008656978607
step5000,0,256,256,2,1941, evidence,284,1.0181798934936523,1.0040833950042725,0.16883942484855652,1.0181798934936523,37.50600814819336,37906,GAA,0,0.205403670668602,0.794596329331398,0.018383130431175232,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.205403670668602}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.18702054023742676}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18371038138866425}, {""token_id"": 14054, ""token"": ""atom"", ""value"": 0.1792876124382019}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.17427991330623627}]",37906,GAA,0,37.277976989746094,0.021251678466796875,0.0005700866887879267,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.277976989746094}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 37.29922866821289}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.30516815185547}, {""token_id"": 14054, ""token"": ""atom"", ""value"": 37.30607223510742}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.31190872192383}]",187,"
",1,0.06939110904932022,0.0004512369632720947,0.006524085998535156,0.5900373458862305,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.06939110904932022}, {""token_id"": 15, ""token"": ""."", ""value"": 0.06893987208604813}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.04548501968383789}, {""token_id"": 209, ""token"": "" "", ""value"": 0.04164370149374008}, {""token_id"": 13, ""token"": "","", ""value"": 0.041268471628427505}]",True,False,False,0.5543402284383774
step5000,0,256,256,3,38730, orientations,4,0.993905246257782,0.9802975654602051,0.16390332579612732,0.993905246257782,37.61456298828125,37906,GAA,0,0.2044876515865326,0.7955123484134674,0.016222596168518066,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.2044876515865326}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18826505541801453}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18148137629032135}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17541378736495972}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.17003223299980164}]",37906,GAA,0,37.3875846862793,0.020618438720703125,0.0005514782218138257,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.3875846862793}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.408203125}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.4158821105957}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.41899490356445}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 37.42942428588867}]",187,"
",1,0.08221414685249329,0.026795644313097,0.39441394805908203,0.5896564722061157,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08221414685249329}, {""token_id"": 15, ""token"": ""."", ""value"": 0.055418502539396286}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.04107378423213959}, {""token_id"": 13, ""token"": "","", ""value"": 0.03956617787480354}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.032271914184093475}]",True,False,False,0.5867171809077263
step5000,256,512,512,0,29104, repetitive,16,0.9984251856803894,0.9872362613677979,0.14905522763729095,0.9984251856803894,37.49421691894531,37906,GAA,0,0.2014930248260498,0.7985069751739502,0.01999637484550476,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.2014930248260498}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.18149664998054504}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.1813252568244934}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.17944082617759705}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.17478978633880615}]",37906,GAA,0,37.27091598510742,0.022464752197265625,0.0006027421543984057,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.27091598510742}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 37.29338073730469}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.29624557495117}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 37.29663848876953}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.30113983154297}]",187,"
",1,0.06669381260871887,0.002046652138233185,0.031167984008789062,0.5971354246139526,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.06669381260871887}, {""token_id"": 15, ""token"": ""."", ""value"": 0.06464716047048569}, {""token_id"": 13, ""token"": "","", ""value"": 0.04580499231815338}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.043117716908454895}, {""token_id"": 209, ""token"": "" "", ""value"": 0.0314507931470871}]",True,False,False,0.6246070303022861
step5000,256,512,512,1,10020, semi,112,0.9911733269691467,0.9825243949890137,0.13065367937088013,0.9911733269691467,37.65250778198242,37906,GAA,0,0.19161799550056458,0.8083820044994354,0.0006023645401000977,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.19161799550056458}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.19101563096046448}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17388948798179626}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.17319771647453308}, {""token_id"": 6478, ""token"": "" elev"", ""value"": 0.172162726521492}]",11850, maintaining,42,37.43999481201172,0.001056671142578125,2.82230579326661e-05,"[{""token_id"": 11850, ""token"": "" maintaining"", ""value"": 37.43999481201172}, {""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.4410514831543}, {""token_id"": 6478, ""token"": "" elev"", ""value"": 37.458763122558594}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.45880126953125}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 37.46377182006836}]",187,"
",1,0.05435265600681305,0.001490224152803421,0.027800559997558594,0.6058407425880432,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.05435265600681305}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.05286243185400963}, {""token_id"": 13, ""token"": "","", ""value"": 0.04838002473115921}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04633961245417595}, {""token_id"": 209, ""token"": "" "", ""value"": 0.0315210334956646}]",False,False,False,0.6404027603566647
step5000,256,512,512,2,1941, evidence,284,1.0089539289474487,1.0089539289474487,0.0,1.0068508386611938,37.67905807495117,37906,GAA,0,0.20865190029144287,0.7913480997085571,0.00914628803730011,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.20865190029144287}, {""token_id"": 25978, ""token"": "" governance"", ""value"": 0.19950561225414276}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.19523338973522186}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.18777334690093994}, {""token_id"": 19914, ""token"": ""ementia"", ""value"": 0.1865531951189041}]",37906,GAA,0,37.447017669677734,0.009899139404296875,0.0002643505416537505,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.447017669677734}, {""token_id"": 25978, ""token"": "" governance"", ""value"": 37.45691680908203}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.464298248291016}, {""token_id"": 19914, ""token"": ""ementia"", ""value"": 37.47055435180664}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.479095458984375}]",187,"
",1,0.07373417168855667,0.024175133556127548,0.39730167388916016,0.6004136204719543,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07373417168855667}, {""token_id"": 966, ""token"": "" class"", ""value"": 0.04955903813242912}, {""token_id"": 209, ""token"": "" "", ""value"": 0.0423392653465271}, {""token_id"": 15, ""token"": ""."", ""value"": 0.040453191846609116}, {""token_id"": 13, ""token"": "","", ""value"": 0.024725817143917084}]",True,False,False,0.5728027708828449
step5000,256,512,512,3,38730, orientations,4,1.0111390352249146,1.0064635276794434,0.09712458401918411,1.0111390352249146,37.65498733520508,37906,GAA,0,0.2096812129020691,0.7903187870979309,0.02540433406829834,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.2096812129020691}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18427687883377075}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18396171927452087}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.17157459259033203}, {""token_id"": 3072, ""token"": "" population"", ""value"": 0.1690230667591095}]",37906,GAA,0,37.42171859741211,0.0312042236328125,0.0008338533023699885,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.42171859741211}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.45292282104492}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.453773498535156}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.46413040161133}, {""token_id"": 39465, ""token"": ""它"", ""value"": 37.47435760498047}]",187,"
",1,0.09307444840669632,0.030492156744003296,0.39691734313964844,0.5784331560134888,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.09307444840669632}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.06258229166269302}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04626055434346199}, {""token_id"": 13, ""token"": "","", ""value"": 0.036443643271923065}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.0353248193860054}]",True,False,False,0.5672973282635212
step5000,512,768,768,0,29104, repetitive,16,1.0158568620681763,1.0011365413665771,0.17231054604053497,1.0158568620681763,37.46158218383789,37906,GAA,0,0.20780283212661743,0.7921971678733826,0.01739022135734558,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.20780283212661743}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.19041261076927185}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.1862017959356308}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.17870934307575226}, {""token_id"": 11850, ""token"": "" maintaining"", ""value"": 0.171946719288826}]",37906,GAA,0,37.23067855834961,0.02204132080078125,0.0005920203889444854,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.23067855834961}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.25271987915039}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 37.25581741333008}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.26631164550781}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.2718391418457}]",187,"
",1,0.07685838639736176,0.0004681125283241272,0.0061092376708984375,0.5889188647270203,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.07685838639736176}, {""token_id"": 15, ""token"": ""."", ""value"": 0.07639027386903763}, {""token_id"": 13, ""token"": "","", ""value"": 0.04114333167672157}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.03950183466076851}, {""token_id"": 209, ""token"": "" "", ""value"": 0.038618918508291245}]",True,False,False,0.6313933208584785
step5000,512,768,768,1,10020, semi,112,1.009285569190979,1.0044472217559814,0.09870801866054535,1.009285569190979,37.39955139160156,37906,GAA,0,0.21004296839237213,0.7899570316076279,0.021543845534324646,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 0.21004296839237213}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 0.18849912285804749}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 0.18385806679725647}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 0.17775826156139374}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 0.1687837541103363}]",37906,GAA,0,37.16596984863281,0.027042388916015625,0.0007276115496555624,"[{""token_id"": 37906, ""token"": ""GAA"", ""value"": 37.16596984863281}, {""token_id"": 31275, ""token"": ""GTT"", ""value"": 37.19301223754883}, {""token_id"": 8751, ""token"": ""sensors"", ""value"": 37.198116302490234}, {""token_id"": 38231, ""token"": ""GAC"", ""value"": 37.20405960083008}, {""token_id"": 32649, ""token"": ""hospital"", ""value"": 37.21226501464844}]",187,"
",1,0.08391706645488739,0.0010757595300674438,0.012902259826660156,0.5828054547309875,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08391706645488739}, {""token_id"": 15, ""token"": ""."", ""value"": 0.08284130692481995}, {""token_id"": 13, ""token"": "","", ""value"": 0.04380309581756592}, {""token_id"": 281, ""token"": "" to"", ""value"": 0.03534622862935066}, {""token_id"": 1794, ""token"": "" bi"", ""value"": 0.0317823588848114}]",True,False,False,0.561076246201992
